id_annonce;titre;description;prix;surface_m2;prix_m2;pieces;chambres;salles_de_bain;type_bien;ville;code_postal;quartier;balcon;terrasse;jardin;ascenseur;cave;nb_parkings;etage;nb_etages_immeuble;surface_terrain_m2;classe_energie;classe_ges;date_publication;date_modification;frais_a_charge;prix_hors_frais;bien_neuf;type_compte;annonce_pro;url
hektor-palmimmo83-59;Appartement type 3 - 71m2 dernier étage avec ascenseur;PALM'IMMO vous propose à la vente un appartement type 3 sur Toulon, quartier Bon Rencontre.<br> Il se trouve dans une résidence sécurisée, bien entretenue, en dernier étage avec ascensceur.<br> Double vitrage dans tous l'appartement et chauffage électrique. Possibilité de mettre la climatisation.<br> Traversant EST OUEST avec une terrasse de 14m2. Une cave complète le bien.<br> Parking libre dans la résidence.<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur l;205000.0;71.0;2887.32;3.0;2.0;;Appartement;Toulon;83200;Bon Rencontre;0;0;0;1;1;1.0;7.0;8.0;;D;A;1970-01-01T00:00:00.000Z;2026-02-13T16:09:29.028Z;;205000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-palmimmo83-59
century-21-202_2305_3152;;Appartement T5 - Bon rencontre <br>Votre agence Century 21 Ouest immo vous propose à l'achat un appartement de type 5 situé au sein d'une résidence arborée fermée et sécurisée avec gardien, ascenseur et un parking collectif pour stationner vos véhicules. <br>Ce vaste appartement d'environ 105m² offre de beaux volumes pour une famille, il se compose d'un grand séjour salle à manger d'environ 30m², une cuisine indépendante, quatre vastes chambres dont une avec sa salle d'eau intégrée, un WC indépe;217000.0;136.13;1594.06;5.0;4.0;1.0;Appartement;Toulon;83200;Bon Rencontre;0;0;0;1;0;0.0;5.0;7.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-01T19:03:59.252Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_2305_3152
immo-facile-59525374;À vendre : Appartement spacieux de 5 pièces à Toulon Ouest, quartier Bon Rencontre;Appartement 4 chambres à vendre. Quartier Bon Rencontre, Toulon<br>Prix : 217 000 €<br>Situé dans le quartier recherché de Bon Rencontre à Toulon, cet appartement lumineux de 104,76 m² se trouve au 5ème étage d'un immeuble de 6 étages, offrant ainsi une vue dégagée et un environnement calme. Avec ses 4 chambres, il est idéal pour une famille à la recherche d'espace et de confort.<br>Caractéristiques principales :<br>Surface habitable : 104,76 m²<br>Composition : 5 pièces, dont 4 chambres<br>Cuis;217000.0;104.76;2071.4;5.0;4.0;1.0;Appartement;Toulon;83200;Bon Rencontre;0;0;0;1;1;;5.0;7.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-01T07:09:52.983Z;seller;217000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/immo-facile-59525374
hektor-consult-23570;TOULON OUEST - BON RENCONTRE - FT4 + PARKING;Toulon Ouest, secteur Bon Rencontre, au sein d'une résidence calme, arborée, fermée et sécurisée<br> <br> Au 1er étage avec ascenseur, un appartement de type faux T4 comprenant un hall d'entrée avec un grand dressing de rangement, un double salon séjour de plus de 30m2 donnant sur un grand balcon fermé, une cuisine séparée et équipée donnant sur une loggia avec espace buanderie, 2 chambres, une salle d'eau et un wc séparé.<br> <br> Vendu avec une place de parking privative et une cave en sous-so;225000.0;82.0;2743.9;4.0;2.0;;Appartement;Toulon;83200;Bon Rencontre;0;0;0;1;1;1.0;1.0;5.0;;C;C;1970-01-01T00:00:00.000Z;2026-02-28T10:18:27.635Z;seller;225000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-consult-23570
century-21-202_2305_3500;;BON RENCONTRE<br>Au calme dans un résidence fermée, sécurisée et arborée.<br>Appartement de type 4 traversant situé au 1er étage avec ascenseur, exposé EST/OUEST.<br>D'une superficie de 82 m² l'appartement comprend un salon, une salle à manger, une cuisine aménagée, deux chambres, une salle d'eau, un wc, une loggia, un balcon.<br>Vous disposerez d'une place de parking en sous-sol, d'un stationnement collectif dans la résidence et d'une cave en sous-sol.<br>Rénovation des façades votée et payée.<;225000.0;82.59;2724.3;4.0;2.0;0.0;Appartement;Toulon;83200;Bon Rencontre;0;0;0;1;0;1.0;1.0;5.0;;C;C;1970-01-01T00:00:00.000Z;2026-02-22T01:20:54.268Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_2305_3500
ag311656-506961788;Appartement T5 rénové de 103m² - traversant - terrasse - parking privatif;Toulon Ouest – Appartement T5 rénové avec terrasse et stationnement privatif À vendre à Toulon Ouest, bel appartement de type faux T5 de 103m² entièrement rénové, traversant et lumineux, situé au 1er étage d'une copropriété fermée et sécurisée. Il se compose d'un salon-séjour, une salle à manger donnant sur une spacieuse terrasse de 20m², une cuisine ouverte avec cellier attenant, 3 chambres spacieuses avec placard dont une de 16m², une salle d'eau et un WC séparé. Confort moderne avec climatisa;249000.0;102.0;2441.18;5.0;3.0;;Appartement;Toulon;83200;Bon Rencontre;0;1;0;0;1;1.0;1.0;10.0;;B;A;1970-01-01T00:00:00.000Z;2026-03-07T10:07:03.791Z;seller;249000.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/ag311656-506961788
iad-france-1846075;Vente Appartement 2 pièces;iad France - Cédric Casoni vous propose: TOULON SAINT JEAN - T2 - FAIBLES CHARGES - CAVE - LIBRE D'OCCUPATION<br>Appartement T2 situé au deuxième étage d'un bel immeuble de caractère, ce bien est composé d'une pièce de vie avec séjour, cuisine, un WC indépendant, une chambre et une salle d'eau.<br>Equipements : Double vitrage, volets bois, chauffage électrique.<br>Une cave de 4,40m2 complète ce bien.<br>À proximité des commerces, des commodités et des transports.<br>Pour plus d'informations n'hé;99000.0;34.0;2911.76;2.0;1.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;0;;2.0;4.0;;E;C;1970-01-01T00:00:00.000Z;2026-02-25T16:51:46.686Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1846075
hektor-Agence-Gambetta-1092;Quartier brunet appartement de type 2 en étage élevé;Quartier saint jean, dans copripriété calme et entretenue, superbe appartement de type 2 de 54 m2 environ, composé d'une chambre, cuisine indépendante, vaste pièce de vie ouverte sur balcon. Salle de bain et WC.L'appartement est traversant, l'electricité est revue. Double vitrage et climatisation réversible.Actuellement loué 637 euros par mois<br>;99000.0;54.2;1826.57;2.0;1.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;0;0;;4.0;8.0;;B;A;2026-01-29T05:22:08.496Z;2026-02-24T11:42:57.752Z;;99000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-Agence-Gambetta-1092
nestenn-1-99939309897;Appartement T2 - 47m² - en dernier étage - Toulon secteur Brunet;Toulon secteur Brunet<br>Découvrez cet appartement de type T2 situé au 5ème et dernier étage sans ascenseur de l'immeuble, dans le secteur de Brunet à l'Est de Toulon. D'une surface de 47m², cet appartement lumineux comprend une chambre avec placard, une salle de bains, un wc séparé, un séjour spacieux de 26m² donnant sur une terrasse de 6m² exposée au Sud, une cuisine ouverte et une cave.<br>Le bien est en bon état général avec fenêtres en PVC double vitrage garantissant une bonne isolation. Le;107000.0;47.0;2276.6;2.0;1.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;5.0;6.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-06T11:39:49.059Z;seller;107000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/nestenn-1-99939309897
safti-1-1593870;Appartement clé en main avec locataire;"Investisseurs, venez découvrir, dans une petite copropriété, ce joli appartement en rez-de-chaussée, vendu loué avec locataire sérieux (Bail 09.2024).<br>Cet appartement rénové est en très bon état et il offre un cadre de vie pratique !<br>Il se compose d'une cuisine aménagée et équipée ouverte sur le salon, d'une chambre spacieuse et d'une salle de bain avec wc.<br>Atouts supplémentaires : double vitrage, fibre optique<br>Vous bénéficierez d'un emplacement idéal; le bien est proche des commerce";107000.0;39.0;2743.59;2.0;1.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;0;0;;0.0;6.0;;D;B;2026-02-25T14:07:44.179Z;2026-02-25T14:07:44.179Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/safti-1-1593870
century-21-202_2305_2976;;Situé à Saint-Jean du var au cœur des commodités.<br>Appartement de type 2 d'environ 39 m² en très bon état, comprenant un séjour avec cuisine ouverte, une salle de bains, un wc, une chambre. Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 626.0 € et 846.0 €, indexées à l'année 2021 (abonnements compris).;108000.0;39.0;2769.23;2.0;1.0;0.0;Appartement;Toulon;83100;Brunet;0;0;0;0;0;0.0;0.0;;;D;B;1970-01-01T00:00:00.000Z;2026-02-08T01:28:06.793Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_2305_2976
hektor-Agence-Gambetta-1074;Appartement de type 3 de 63 m2 actuellement loué;Dans le quartier saint jean, dans immeuble avec ascenceur , bel appartement traversant de type 3 de 63 m2 environ, composé de 2 chambres, WC, salle de bain, cuisine indépendante donnant sur séjour avec balcon. L'appartement dispose de double vitrage, climatisation réversible. L'électricité a été revue.Vendu avec cave. Actuellement loué 615 euros par mois, locataires sérieux en place.<br>;109000.0;63.45;1717.89;3.0;2.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;1;1;;3.0;8.0;;B;A;1970-01-01T00:00:00.000Z;2026-02-07T23:29:29.752Z;seller;109000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-Agence-Gambetta-1074
hektor-fontpre-386901;TOULON EST - Bas Faron - T3 de 49m2;TOULON EST BAS FARON NOTRE DAME - Dans une résidence bien entretenue aux façades ravalées et située à proximité des commerces et des écoles.<br> Appartement traversant de type 3, d'une surface de 49 m2. Il se compose d'une entrée, d'un séjour, d'une cuisine, de deux chambres, d'une salle d'eau et de WC séparés. Une cave vient compléter ce bien.<br> DPE : D.<br>;109000.0;49.34;2209.16;3.0;2.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;1.0;3.0;;C;D;1970-01-01T00:00:00.000Z;2026-02-25T08:41:05.104Z;seller;109000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-fontpre-386901
twimmo-2098195;Vente appartement 3 Pièce(s);TOULON EST – BRUNET : T3 TRAVERSANT AVEC PARKING ET CAVE<br>Au coeur d'une copropriété intimiste de seulement 16 logements, découvrez ce charmant appartement T3 contemporain de 55 m² situé en rez-de-chaussée.<br>Il se compose d'un confortable espace séjour-cuisine ouverte de 27 m², lumineux et traversant, avec une cuisine aménagée et équipée avec goût.<br>L'espace nuit offre deux chambres de 10 et 11 m² dont une avec point d'eau, une salle d'eau avec douche ''italienne''et un WC séparé.<br>Pour;135000.0;55.45;2434.63;3.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;1;1.0;0.0;4.0;;D;C;1970-01-01T00:00:00.000Z;2026-02-27T23:00:52.276Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/twimmo-2098195
ag832760-492875801;Charmant T2 + pk sous sol de 43 m2 Toulon vert coteau;Charmant T2 de 43m² avec vue dégagée en résidence sécurisée Niché au 1er étage d'une résidence parfaitement sécurisée, cet appartement de type 2 en très bon état vous séduira par ses prestations et son agencement fonctionnel. Vous apprécierez sa cuisine aménagée et sa loggia fermée offrant un espace supplémentaire agréable. La vue dégagée depuis l'appartement apporte une sensation d'espace à l 'ensemble du bien. petit jardin collectif au coeur de la résidence Un atout majeur de ce bien : une pla;142000.0;43.0;3302.33;2.0;1.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;1;0;0.0;1.0;5.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-04T16:48:50.302Z;seller;142000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832760-492875801
hektor-royal-immo-30364;Appartement T3 - 2 chambres -62m2;BRUNET - Très bel appartement en RDC composé d'une entrée sur une pièce de vie très spacieuse avec cuisine américaine et îlot central, 2 chambres, sde et wc indépendant.<br>L'appartement a été rénové il y a quelques années, équipé de double vitrage, climatisation.<br>Proche des axes routiers et bus (15min du centre ville), proche de toutes les commodités.<br>A VISTER SANS TARDER!<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisq;153000.0;62.0;2467.74;3.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;0.0;6.0;;D;B;1970-01-01T00:00:00.000Z;2026-03-03T12:59:26.989Z;seller;156130.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royal-immo-30364
hektor-royal-immo-31025;BRUNET T3 entièrement rénové, lumineux, vue dégagée avec ba;En exclusivité, ROYAL IMMO vous propose dans le secteur recherché de Brunet, découvrez ce bel appartement T3 de 57 m2, entièrement rénové, offrant une luminosité exceptionnelle et une agréable vue dégagée. Dès l'entrée, vous apprécierez une circulation fluide grâce à un dégagement bien pensé, intégrant des rangements pratiques. Le séjour exposé plein sud, baigné de lumière naturelle, s'ouvre sur un balcon, idéal pour profiter des beaux jours. L'espace nuit se compose de deux chambres, d'une sall;154000.0;57.0;2701.75;3.0;2.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;1;1;;6.0;8.0;;D;D;2026-01-19T16:30:33.792Z;2026-03-07T11:30:01.098Z;seller;158130.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royal-immo-31025
hektor-fontpre-390184;TOULON EST - APPARTEMENT T4 DE 67 M2 AVEC 2 CHAMBRES BALCON;TOULON EST - APPARTEMENT T4 DE 67 M2 AVEC 2 CHAMBRES BALCON CAVE ET PARKING COLLECTIF<br> Dans une résidence proche des commerces et commodités, venez découvrir cet appartement T4 en état impéccable de 67 M2 au 5ème étage avec ascenseur comprenant : entrée, cuisine aménagée, double séjour (possibilité de 3ème chambre), 2 chambres avec placard, salle d'eau, wc, balcon-loggia de 14 M2, cave et parking collectif.<br> LES PLUS : vue dégagée, exposé sud, ascenseur, double vitrage, climatisation réver;155000.0;67.0;2313.43;4.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;1;1;1.0;5.0;8.0;;D;B;2026-02-16T14:21:01.920Z;2026-03-04T08:10:52.766Z;seller;155000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-fontpre-390184
ag832760-513227711;TOULON BRUNET;Dans un environnement calme, a quelques pas du Lycée Notre Dame, en Dernier étage d'un Immeuble de bon standing construit en 2020 : Appartement de type 2 d'une superficie de 40 m2 aux volumes bien distribués, avec terrasse et stationnement en sous sol .;155000.0;40.0;3875.0;2.0;1.0;;Appartement;Toulon;83100;Brunet;0;1;0;1;0;0.0;5.0;6.0;;B;A;2026-02-11T12:41:40.309Z;2026-03-07T05:08:10.446Z;seller;155000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832760-513227711
ag311656-487985810;TOULON BRUNET - RAVISSANT T3 65 M² + CAVE;En exclusivité !!! Ravissant T3/T4 traversant de 65 M² rénové avec goût. Vous serez séduits par son agencement optimisé comprenant un spacieux et lumineux salon séjour, une belle cuisine équipée contemporaine et fonctionnelle s'ouvre sur la pièce de vie, un couloir avec plusieurs placards dessert les 2 belles chambres de 10 et 12 M², agréable salle d'eau avec fenêtre, wc séparé avec fenêtre également. Toutes les pièces de vie sont équipées de climatisation réversible. Une cave saine de 5 M² vien;159500.0;64.0;2492.19;4.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;1.0;5.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-05T11:45:21.216Z;seller;159500.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/ag311656-487985810
hektor-centreville-389809;TOULON EST BAS FARON - TYPE 2 AVEC TERRASSE EN DERNIER ETAGE;TOULON EST - BAS FARON - appartement d'environ 55m2 au 4e et dernier étage comprenant une belle pièce principale, un coin cuisine, une salle d'eau, une chambre, un wc et une terrasse de 22m2 - une cave complète ce bien <br>;160000.0;55.0;2909.09;2.0;1.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;4.0;5.0;;E;B;2026-02-26T08:43:47.296Z;2026-02-26T08:43:47.296Z;seller;160000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-centreville-389809
hektor-lessablettes-389591;À vendre : Appartement T4 de 70m2 Secteur Brunet;TOULON - BRUNET, Dans un petit immeuble bien entretenu, découvrez ce bel appartement de type 4 d'environ 70m2, idéalement situé, proche de toutes les commodités (commerces, écoles, transports), il offre un cadre de vie pratique et agréable au quotidien.<br> Au 3ème étage sur 4 sans ascenseur, traversant Est/Ouest, ce dernier se compose d'un salon/séjour lumineux, d'une cuisine fonctionnelle, de deux chambres et d'une salle d'eau. En bon état général, il saura séduire aussi bien les familles que;165000.0;70.0;2357.14;4.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;3.0;5.0;;C;B;1970-01-01T00:00:00.000Z;2026-02-28T19:05:04.070Z;seller;165000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-lessablettes-389591
hektor-GTIGPI-30976;Appartement 4 pièces 65m2;Idéalement situé, cet appartement traversant de 65 m2 séduit par son confort, sa luminosité et son agencement fonctionnel. Il propose une agréable pièce de vie salon/salle à manger, deux chambres, une cuisine indépendante aménagée et équipée, ainsi qu'une salle d'eau moderne avec douche à l'italienne.<br>Le séjour, baigné de lumière naturelle tout au long de la journée, s'ouvre sur un balcon propice aux moments de détente en extérieur.<br>À proximité immédiate de toutes les commodités accessible;165000.0;65.0;2538.46;4.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;0;1;;3.0;4.0;;D;D;2026-01-16T10:43:03.484Z;2026-03-07T10:21:11.117Z;seller;165000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-GTIGPI-30976
ag832760-509491178;T4 TOULON NORD ORTOLAN;En face du lycée Notre Dame, appartement de type 4 en duplex au sein d'une copropriété propre et ravalée récemment. Ce logement qui baigne dans la lumière se situe donc en dernier étage avec ascenseur et offre de beaux volumes. 3 Chambres, cuisine indépendante, belle terrasse vue sur le Faron. Prévoir travaux de modernisation et d'électricité. Plusieurs devis disponibles.;165000.0;80.0;2062.5;4.0;3.0;1.0;Appartement;Toulon;83100;Brunet;0;1;0;1;0;0.0;5.0;6.0;;E;E;2026-01-22T11:51:48.324Z;2026-03-05T08:12:51.472Z;seller;165000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832760-509491178
hektor-royalimmolavaletteduvar-27501;Duplex lumineux proche de l'école Notre-Dame à Toulon;Idéalement situé à proximité immédiate de l'école Notre-Dame à Toulon, découvrez ce duplex d'environ 80 m2 offrant un beau potentiel après rénovation.<br>Situé dans une résidence calme, bien entretenue et bien fréquentée, l'appartement bénéficie d'un environnement agréable avec ascenseur et façade récemment refaite (il y a environ deux ans).<br>Ce duplex lumineux se compose de deux chambres, un bureau, d'une grande cuisine indépendante, d'un salon exposé plein sud apportant une belle luminosité;165000.0;92.72;1779.55;4.0;2.0;;Appartement;Toulon;83100;Brunet;0;0;0;1;1;;5.0;6.0;;E;E;2026-03-06T11:27:24.103Z;2026-03-06T11:27:24.103Z;seller;165000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royalimmolavaletteduvar-27501
hektor-centreville-390678;259205;TOULON BAS FARON - En face du lycée Notre Dame, appartement de type 4 en duplex au sein d'une copropriété propre et ravalée récemment - Ce logement qui baigne dans la lumière se situe donc en dernier étage avec ascenseur et offre de beaux volumes -3 Chambres, cuisine indépendante, belle terrasse vue sur le Faron. Prévoir travaux de modernisation et d'électricité. Plusieurs devis disponibles.<br>;165000.0;78.0;2115.38;4.0;3.0;;Appartement;Toulon;83100;Brunet;0;0;0;1;0;;5.0;6.0;;E;E;2026-03-05T13:33:24.876Z;2026-03-10T08:42:43.242Z;seller;165000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-centreville-390678
ag440414-509221697;Appartement 4 pièces 70.95 m2 3 chambres refait à neuf;Appartement 4 pièces 71m² Toulon Est entièrement refait à neuf Situé au 4e étage, cet appartement de 70 m², entièrement refait à neuf, offre une vue dégagée et sans vis à vis. Il se compose de : 3 chambres, dont une suite parentale Une cuisine ouverte sur le séjour (28m2), moderne et entièrement équipée 1 salle d'eau 1 salle de bains 1 WC séparé Vous profiterez également d'une loggia de 7 m², idéale pour un espace détente et une cave. Aucun travaux à prévoir Appartement lumineux et fonctionnel P;187000.0;70.0;2671.43;4.0;3.0;1.0;Appartement;Toulon;83000;Brunet;0;0;0;1;1;;4.0;9.0;;D;D;2026-01-21T07:01:43.723Z;2026-03-09T18:38:55.076Z;seller;187000.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/ag440414-509221697
twimmo-2008318;Vente appartement 4 Pièce(s);TOULON-EST - BRUNET :<br> Dans le quartier Brunet, je vous invite à découvrir cet impressionnant appartement T4 d'une superficie de plus de 70 m².<br>Inspiré d'un style contemporain, l'appartement a bénéficié d'une rénovation complète terminée au début de 2025.<br>Il est doté d'une spacieuse loggia de 8 m². L'habitation vous offre une vaste cuisine-séjour climatisée de 27 m² connectée à la loggia.<br>Le bien inclut une salle de bains, une toilette séparée et trois chambres parmi lesquelles une e;187000.0;70.95;2635.66;4.0;3.0;1.0;Appartement;Toulon;83100;Brunet;0;1;0;1;1;;4.0;9.0;;D;D;1970-01-01T00:00:00.000Z;2026-02-26T13:13:37.172Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/twimmo-2008318
gedeon-32297893;TOULON BRUNET - A VISITER BEL APPARTEMENT TYPE 4;IDEALEMENT SITUE, A DEUX PAS DES COMMODITES, ECOLES ET TRANSPORTS, DECOUVREZ CE MAGNIFIQUE APPARTEMENT T4 TRAVERSANT ENTIEREMENT REFAIT A NEUF, AUX PRESTATIONS MODERNES ET SOIGNEES. VOUS SEREZ SEDUIT DES L'ENTREE PAR UNE VASTE PIECE DE VIE BAIGNEE DE LUMIERE COMPRENANT UN SEJOURC CHALEUREUX AVEC CHEMINEE DECORATIVE ET UNE CUISINE AMERICAINE ENTIEREMENT EQUIPEE, LE TOUT OUVRANT SUR UN AGREABLE BALCON FERME, PARFAIT POUR UN ESPACE DETENTE . CLIMATISATION REVERSIBLE ET CHAUFFAGE COLLECTIF. DOUBLE V;187000.0;72.0;2597.22;4.0;3.0;1.0;Appartement;Toulon;83000;Brunet;1;0;0;1;0;;4.0;6.0;;D;D;1970-01-01T00:00:00.000Z;2026-02-21T02:40:02.903Z;purchaser;187000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/gedeon-32297893
twimmo-2139347;Vente appartement 2 Pièce(s);"Toulon Est, proche Ortolan, au 2ème étage d'une résidence sécurisée de 2011 avec ascenseur, venez découvrir cet appartement T2 composé d'un séjour avec cuisine ouverte aménagée donnant sur une terrasse exposée sud, une chambre avec dressing et accès sur la terrasse, salle d'eau, WC indépendant. Possibilité d'un garage en sous-sol. A voir rapidement...<br>Les Clés du Soleil Toulon Serinette <span class=""importDescriptionDecorator"" data-type=""phone"">04.94.46.27.27</span>.";192000.0;44.2;4343.89;2.0;1.0;;Appartement;Toulon;83100;Brunet;0;0;0;1;0;;2.0;5.0;;C;A;2026-03-03T22:58:28.100Z;2026-03-03T22:58:28.100Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/twimmo-2139347
hektor-2247_EXPERTIMO22-269571;Un loft de caractère, pensé pour ceux qui vivent l'espace;MY FIRST immobilier vous propose : <br>A proximité du quartier de Font Pré et derrière une façade discrète, ce loft joue la carte de la surprise. Une fois le seuil franchi, l'espace se déploie sans retenue, avec cette sensation immédiate de volume et de liberté que seuls les lieux pensés autrement savent offrir.<br>Installé en rez-de-chaussée d'un immeuble intégralement restauré, l'appartement bénéficie d'un cadre sain et serein.<br>Les 90 m2 habitables s'organisent autour d'une pièce de vie spe;199900.0;90.27;2214.47;4.0;2.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;0;0;;0.0;;;B;A;2026-03-05T10:36:10.602Z;2026-03-05T10:36:10.602Z;seller;199900.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-2247_EXPERTIMO22-269571
netty-company38777ezz-appt-5363;Appartement à vendre Toulon;Toulon Est – Quartier Brunet<br>Appartement 3 pièces – 71,42 m² – Climatisé – Très bon état<br>Dans une copropriété de standing, sécurisée et bien entretenue, au 5? étage sur 7 avec ascenseur :<br>Appartement spacieux, lumineux et traversant<br>Exposition sud avec vue dégagée<br>Entrée avec couloir et placard<br>Pièce de vie donnant sur une terrasse exposée sud<br>Cuisine indépendante<br>Deux chambres<br>Salle de bain<br>Balcon côté nord<br>Cave en sous-sol<br>Charges mensuelles : 198€ en supplé;199900.0;71.45;2797.76;3.0;2.0;1.0;Appartement;Toulon;83000;Brunet;0;0;0;1;1;;5.0;8.0;;C;C;2026-02-23T21:28:12.561Z;2026-02-23T21:28:12.561Z;seller;199900.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/netty-company38777ezz-appt-5363
century-21-202_3648_776;;Appartement T4 - Brunet - Proche des commodités et transports. <br>Idéal pour une famille / un investissement locatif ou cabinet libéral.<br>Venez visiter cet appartement situé dans le secteur de Brunet, à proximité immédiate des commodités, commerces et transports.<br>Le bien vendu est entièrement meublé. Il se compose d'une cuisine ouverte sur un grand salon lumineux, offrant un bel espace de vie convivial. <br>L'appartement dispose de 3 chambres :<br>. 1 chambre au niveau inférieur,<br>. 2 ch;202350.0;80.0;2529.38;4.0;3.0;1.0;Appartement;Toulon;83000;Brunet;0;0;0;0;0;0.0;1.0;2.0;;D;C;1970-01-01T00:00:00.000Z;2026-02-14T04:04:09.926Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_3648_776
ag942352-517762985;Charmant T4 rénové avec balcons - Toulon Brunet;Plongez dans le charme de cet élégant appartement de 4 pièces, idéalement situé dans le quartier recherché de Brunet à Toulon. Niché au 4ᵉ étage d'un immeuble récemment rénové, ce T4 allie modernité et raffinement, offrant un cadre de vie à la fois confortable et pratique. Avec une surface Loi Carrez de 65 m² et une surface totale de 75 m², cet appartement se distingue par ses deux balcons spacieux qui baignent les pièces de lumière naturelle, créant une ambiance chaleureuse et accueillante. La;210000.0;65.0;3230.77;4.0;3.0;;Appartement;Toulon;83100;Brunet;1;0;0;1;1;;4.0;8.0;;C;A;2026-03-10T05:08:12.041Z;2026-03-10T05:08:12.041Z;seller;210000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag942352-517762985
hektor-fontpre-390618;TOULON EST - BAS FARON - T2 de 43m2 avec terrasse et garage;TOULON EST/BAS FARON - Situé à proximité des commerces, des écoles et axes routiers tout en étant au calme.<br> Appartement de type 2 d'une superficie de 44m2 dans une copropriété récente, construite en 2018, avec ascenseur et au calme.<br> Il se compose d'une entrée avec rangements, un salon avec cuisine ouverte, terrasse avec une vue dégagée, une grande chambre avec dressing et salle d'eau.<br> Un garage en sous sol complète ce bien.<br>;212000.0;44.0;4818.18;2.0;1.0;1.0;Appartement;Toulon;83100;Brunet;0;0;0;1;0;;2.0;5.0;;C;A;2026-03-02T14:44:18.600Z;2026-03-10T08:41:55.188Z;seller;212000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-fontpre-390618
